,token,ner_tag
154099,O,that
154100,O,takes
154101,O,place
154102,O,in
154103,B-Plot,a
154104,I-Plot,post
154105,I-Plot,apocalyptic
154106,I-Plot,industrial
154107,I-Plot,town
154108,I-Plot,of
154109,I-Plot,giant
154110,I-Plot,machines
154111,I-Plot,that
154112,I-Plot,are
154113,I-Plot,constantly
154114,I-Plot,working
154115,O,what
154116,O,is
154117,O,this
154118,B-Genre,road
154119,I-Genre,trip
154120,I-Genre,comedy
154121,O,starring
154122,B-Actor,robert
154123,I-Actor,downey
154124,I-Actor,jr
154125,O,and
154126,B-Actor,zach
154127,I-Actor,galifianakis
154128,O,as
154129,B-Plot,two
154130,I-Plot,men
154131,I-Plot,trying
154132,I-Plot,to
154133,I-Plot,make
154134,I-Plot,it
154135,I-Plot,in
154136,I-Plot,time
154137,I-Plot,for
154138,I-Plot,the
154139,I-Plot,birth
154140,I-Plot,of
154141,I-Plot,downey
154142,I-Plot,jr
154143,I-Plot,s
154144,I-Plot,child
154145,O,what
154146,O,is
154147,O,this
154148,B-Actor,segorney
154149,I-Actor,weaver
154150,B-Opinion,classic
154151,O,that
154152,B-Plot,depicts
154153,I-Plot,her
154154,I-Plot,as
154155,I-Plot,a
154156,I-Plot,space
154157,I-Plot,marine
154158,O,what
154159,O,is
154160,O,this
154161,B-Actor,stallone
154162,B-Opinion,classic
154163,O,that
154164,B-Plot,places
154165,I-Plot,him
154166,I-Plot,as
154167,I-Plot,a
154168,I-Plot,underdog
154169,I-Plot,boxer
154170,O,what
154171,O,is
154172,O,this
154173,B-Opinion,star
154174,I-Opinion,studded
154175,B-Genre,action
154176,B-Relationship,sequel
154177,O,that
154178,O,teams
154179,O,up
154180,B-Actor,slyvester
154181,I-Actor,stallone
154182,O,with
154183,B-Actor,bruce
154184,I-Actor,willis
154185,O,and
154186,B-Actor,arnold
154187,I-Actor,schwarzenegger
154188,O,what
154189,O,is
154190,O,this
154191,B-Opinion,timeless
154192,I-Opinion,classic
154193,O,that
154194,O,stars
154195,B-Actor,tom
154196,I-Actor,hanks
154197,O,as
154198,B-Plot,a
154199,I-Plot,prison
154200,I-Plot,guard
154201,O,what
154202,O,is
154203,O,this
154204,B-Opinion,timeless
154205,B-Genre,horror
154206,O,flick
154207,O,that
154208,B-Plot,depicts
154209,I-Plot,a
154210,I-Plot,savage
154211,I-Plot,dog
154212,O,what
154213,B-Actor,jack
154214,I-Actor,black
154215,O,movie
154216,O,is
154217,B-Origin,based
154218,I-Origin,off
154219,I-Origin,a
154220,I-Origin,popular
154221,I-Origin,jonathan
154222,I-Origin,swift
154223,I-Origin,book
154224,O,what
154225,B-Director,james
154226,I-Director,cameron
154227,O,epic
154228,O,featuring
154229,B-Actor,leonardo
154230,I-Actor,dicaprio
154231,O,and
154232,B-Actor,kate
154233,I-Actor,winslet
154234,O,is
154235,B-Plot,about
154236,I-Plot,two
154237,I-Plot,young
154238,I-Plot,people
154239,I-Plot,falling
154240,I-Plot,in
154241,I-Plot,love
154242,O,what
154243,B-Director,james
154244,I-Director,cameron
154245,O,movie
154246,O,stars
154247,B-Actor,leonardo
154248,I-Actor,dicaprio
154249,B-Plot,falls
154250,I-Plot,in
154251,I-Plot,love
154252,I-Plot,with
154253,I-Plot,a
154254,I-Plot,wealthy
154255,I-Plot,woman
154256,I-Plot,while
154257,I-Plot,aboard
154258,I-Plot,a
154259,I-Plot,famous
154260,I-Plot,cruise
154261,I-Plot,ship
154262,O,what
154263,B-Genre,japanese
154264,I-Genre,anime
154265,O,features
154266,B-Plot,a
154267,I-Plot,10
154268,I-Plot,year
154269,I-Plot,old
154270,I-Plot,girl
154271,I-Plot,confronting
154272,I-Plot,a
154273,I-Plot,world
154274,I-Plot,of
154275,I-Plot,monsters
154276,I-Plot,and
154277,I-Plot,witches
154278,O,what
154279,B-Director,jerry
154280,I-Director,zuker
154281,O,film
154282,O,starred
154283,B-Actor,richard
154284,I-Actor,gere
154285,O,as
154286,B-Character_Name,lancelot
154287,O,and
154288,B-Actor,sean
154289,I-Actor,connery
154290,O,as
154291,B-Character_Name,king
154292,I-Character_Name,arthur
154293,B-Plot,what
154294,I-Plot,job
154295,I-Plot,does
154296,I-Plot,rick
154297,I-Plot,take
154298,I-Plot,over
154299,O,what
154300,B-Director,judd
154301,I-Director,apatow
154302,O,film
154303,O,features
154304,B-Actor,paul
154305,I-Actor,rudd
154306,O,and
154307,B-Relationship,other
154308,I-Relationship,actors
154309,I-Relationship,from
154310,I-Relationship,the
154311,I-Relationship,movie
154312,I-Relationship,knocked
154313,O,up
154314,B-Plot,taking
154315,I-Plot,on
154316,I-Plot,life
154317,I-Plot,after
154318,I-Plot,39
154319,O,what
154320,B-Actor,julia
154321,I-Actor,roberts
154322,O,film
154323,O,set
154324,O,in
154325,O,india
154326,O,italy
154327,O,and
154328,O,bali
154329,O,is
154330,B-Origin,based
154331,I-Origin,off
154332,I-Origin,a
154333,B-Award,best
154334,I-Award,selling
154335,B-Origin,book
154336,I-Origin,by
154337,I-Origin,elizabeth
154338,I-Origin,gilbert
154339,O,what
154340,B-Actor,kathryn
154341,I-Actor,bigelow
154342,O,movie
154343,O,is
154344,O,a
154345,B-Genre,pre
154346,I-Genre,apocalyptic
154347,I-Genre,thriller
154348,B-Plot,involving
154349,I-Plot,the
154350,I-Plot,consciousness
154351,I-Plot,of
154352,I-Plot,people
154353,I-Plot,being
154354,I-Plot,used
154355,I-Plot,to
154356,I-Plot,end
154357,I-Plot,the
154358,I-Plot,world
154359,O,what
154360,B-Director,kevin
154361,I-Director,smith
154362,O,movie
154363,O,was
154364,O,originally
154365,O,titled
154366,O,a
154367,O,couple
154368,O,of
154369,O,dicks
154370,O,until
154371,O,the
154372,O,movie
154373,O,studios
154374,O,forced
154375,O,the
154376,O,name
154377,O,change
154378,O,what
154379,B-Opinion,lauded
154380,B-Director,ang
154381,I-Director,lee
154382,O,film
154383,O,is
154384,O,based
154385,O,on
154386,O,the
154387,B-Origin,best
154388,I-Origin,selling
154389,I-Origin,novel
154390,I-Origin,by
154391,I-Origin,yann
154392,I-Origin,martel
154393,O,what
154394,B-Director,marvel
154395,I-Director,movie
154396,O,s
154397,O,title
154398,O,is
154399,O,the
154400,O,same
154401,O,as
154402,O,the
154403,O,character
154404,O,who
154405,O,wields
154406,O,a
154407,O,mighty
154408,O,hammer
154409,O,what
154410,B-Director,miramax
154411,O,film
154412,B-Plot,features
154413,I-Plot,the
154414,I-Plot,story
154415,I-Plot,of
154416,I-Plot,a
154417,I-Plot,photographer
154418,I-Plot,looking
154419,I-Plot,to
154420,I-Plot,expose
154421,I-Plot,a
154422,I-Plot,drug
154423,I-Plot,war
154424,I-Plot,just
154425,I-Plot,outside
154426,I-Plot,of
154427,I-Plot,rio
154428,I-Plot,de
154429,I-Plot,janero
154430,O,what
154431,B-Genre,mockumentary
154432,B-Plot,about
154433,I-Plot,a
154434,I-Plot,rock
154435,I-Plot,band
154436,I-Plot,features
154437,I-Plot,an
154438,I-Plot,amplifier
154439,I-Plot,that
154440,I-Plot,can
154441,I-Plot,be
154442,I-Plot,turned
154443,I-Plot,up
154444,I-Plot,to
154445,I-Plot,eleven
154446,O,what
154447,O,movie
154448,O,about
154449,B-Plot,the
154450,I-Plot,mob
154451,O,with
154452,B-Actor,robert
154453,I-Actor,de
154454,I-Actor,niro
154455,O,and
154456,B-Actor,al
154457,I-Actor,pacino
154458,O,was
154459,O,directed
154460,O,by
154461,B-Director,francis
154462,I-Director,ford
154463,I-Director,coppola
154464,O,what
154465,O,movie
154466,B-Origin,adapted
154467,I-Origin,from
154468,I-Origin,a
154469,I-Origin,stephen
154470,I-Origin,king
154471,I-Origin,novel
154472,O,involves
154473,B-Plot,a
154474,I-Plot,large
154475,I-Plot,saint
154476,I-Plot,bernard
154477,I-Plot,dog
154478,I-Plot,going
154479,I-Plot,vicious
154480,O,what
154481,O,movie
154482,B-Origin,based
154483,I-Origin,on
154484,I-Origin,a
154485,I-Origin,popular
154486,I-Origin,teen
154487,I-Origin,book
154488,I-Origin,series
154489,B-Relationship,spawned
154490,I-Relationship,a
154491,I-Relationship,legion
154492,I-Relationship,if
154493,I-Relationship,parodies
154494,I-Relationship,about
154495,I-Relationship,sparkly
154496,I-Relationship,vampires
154497,O,what
154498,O,movie
154499,B-Origin,based
154500,I-Origin,on
154501,I-Origin,the
154502,I-Origin,book
154503,I-Origin,by
154504,I-Origin,charles
154505,I-Origin,dickens
154506,O,follows
154507,O,the
154508,O,story
154509,O,of
154510,B-Character_Name,ebenezer
154511,I-Character_Name,scrooge
154512,B-Plot,as
154513,I-Plot,he
154514,I-Plot,is
154515,I-Plot,cold
154516,I-Plot,and
154517,I-Plot,eventually
154518,I-Plot,sees
154519,I-Plot,the
154520,I-Plot,error
154521,I-Plot,of
154522,I-Plot,his
154523,I-Plot,ways
154524,I-Plot,and
154525,I-Plot,reforms
154526,I-Plot,himself
154527,O,what
154528,O,movie
154529,B-Origin,based
154530,I-Origin,on
154531,I-Origin,the
154532,I-Origin,play
154533,I-Origin,written
154534,I-Origin,by
154535,I-Origin,william
154536,I-Origin,shakespeare
154537,B-Plot,covers
154538,I-Plot,the
154539,I-Plot,life
154540,I-Plot,of
154541,I-Plot,a
154542,I-Plot,prince
154543,I-Plot,from
154544,I-Plot,denmark
154545,I-Plot,dealing
154546,I-Plot,with
154547,I-Plot,his
154548,I-Plot,fathers
154549,I-Plot,murder
154550,O,what
154551,O,movie
154552,O,centers
154553,O,around
154554,B-Plot,a
154555,I-Plot,masked
154556,I-Plot,killer
154557,I-Plot,trying
154558,I-Plot,to
154559,I-Plot,murder
154560,I-Plot,his
154561,I-Plot,long
154562,I-Plot,lost
154563,I-Plot,sister
154564,I-Plot,after
154565,I-Plot,his
154566,I-Plot,escape
154567,I-Plot,from
154568,I-Plot,a
154569,I-Plot,mental
154570,I-Plot,institution
154571,O,what
154572,O,movie
154573,O,depicts
154574,O,the
154575,O,characters
154576,O,in
154577,B-Plot,a
154578,I-Plot,group
154579,I-Plot,they
154580,I-Plot,ca
154581,I-Plot,n
154582,I-Plot,t
154583,I-Plot,discuss
154584,I-Plot,with
154585,I-Plot,an
154586,I-Plot,outsiders
154587,O,what
154588,O,movie
154589,O,directed
154590,O,by
154591,O,and
154592,O,starring
154593,B-Director,george
154594,I-Director,clooney
154595,O,was
154596,B-Origin,adapted
154597,I-Origin,from
154598,I-Origin,the
154599,I-Origin,play
154600,I-Origin,farragut
154601,I-Origin,north
154602,O,what
154603,O,movie
154604,O,directed
154605,O,by
154606,B-Director,oliver
154607,I-Director,stone
154608,B-Plot,explored
154609,I-Plot,the
154610,I-Plot,absurdities
154611,I-Plot,and
154612,I-Plot,contradictions
154613,I-Plot,of
154614,I-Plot,the
154615,I-Plot,vietnam
154616,I-Plot,war
154617,O,what
154618,O,movie
154619,O,directed
154620,O,by
154621,B-Director,taylor
154622,I-Director,hackford
154623,O,does
154624,B-Plot,a
154625,I-Plot,navy
154626,I-Plot,cadet
154627,I-Plot,become
154628,I-Plot,an
154629,I-Plot,aviator
154630,I-Plot,with
154631,I-Plot,the
154632,I-Plot,help
154633,I-Plot,from
154634,I-Plot,a
154635,I-Plot,tough
154636,I-Plot,sergeant
154637,I-Plot,and
154638,I-Plot,his
154639,I-Plot,girlfriend
154640,O,what
154641,O,movie
154642,O,does
154643,B-Plot,a
154644,I-Plot,penguin
154645,I-Plot,s
154646,I-Plot,baby
154647,I-Plot,learn
154648,I-Plot,to
154649,I-Plot,dance
154650,O,what
154651,O,movie
154652,O,does
154653,O,the
154654,O,famous
154655,O,line
154656,B-Quote,surely
154657,I-Quote,you
154658,I-Quote,ca
154659,I-Quote,n
154660,I-Quote,t
154661,I-Quote,be
154662,I-Quote,serious
154663,O,followed
154664,O,by
154665,B-Quote,oh
154666,I-Quote,i
154667,I-Quote,m
154668,I-Quote,serious
154669,I-Quote,but
154670,I-Quote,do
154671,I-Quote,n
154672,I-Quote,t
154673,I-Quote,call
154674,I-Quote,me
154675,I-Quote,shirley
154676,O,originate
154677,O,from
154678,O,what
154679,O,movie
154680,O,features
154681,O,a
154682,O,current
154683,O,australian
154684,O,super
154685,O,star
154686,O,and
154687,B-Actor,ed
154688,I-Actor,harris
154689,O,that
154690,O,s
154691,O,about
154692,B-Plot,an
154693,I-Plot,elaborate
154694,I-Plot,bank
154695,I-Plot,heist
154696,O,what
154697,O,movie
154698,O,features
154699,O,a
154700,B-Plot,martial
154701,I-Plot,arts
154702,I-Plot,wielding
154703,I-Plot,group
154704,I-Plot,of
154705,I-Plot,animals
154706,I-Plot,on
154707,I-Plot,a
154708,I-Plot,quest
154709,I-Plot,to
154710,I-Plot,stop
154711,I-Plot,an
154712,I-Plot,evil
154713,I-Plot,peacock
154714,O,what
154715,O,movie
154716,B-Plot,features
154717,I-Plot,a
154718,I-Plot,miserly
154719,I-Plot,old
154720,I-Plot,man
154721,I-Plot,who
154722,I-Plot,must
154723,I-Plot,learn
154724,I-Plot,lessons
154725,I-Plot,from
154726,I-Plot,a
154727,I-Plot,set
154728,I-Plot,of
154729,I-Plot,departed
154730,I-Plot,spirits
154731,O,what
154732,O,movie
154733,O,features
154734,O,a
154735,B-Plot,new
154736,I-Plot,test
154737,I-Plot,drug
154738,I-Plot,which
154739,I-Plot,helps
154740,I-Plot,the
154741,I-Plot,lead
154742,I-Plot,character
154743,I-Plot,to
154744,I-Plot,become
154745,I-Plot,a
154746,I-Plot,super
154747,I-Plot,genius
154748,O,what
154749,O,movie
154750,O,features
154751,B-Plot,teenagers
154752,I-Plot,dressing
154753,I-Plot,up
154754,I-Plot,as
154755,I-Plot,superheros
154756,I-Plot,and
154757,I-Plot,fighting
154758,I-Plot,actual
154759,I-Plot,crime
154760,B-Actor,nicholas
154761,I-Actor,cage
154762,O,is
154763,B-Plot,one
154764,I-Plot,of
154765,I-Plot,their
154766,I-Plot,parents
154767,O,what
154768,O,movie
154769,O,features
154770,O,the
154771,O,quote
154772,B-Quote,mrs
154773,I-Quote,robinson
154774,I-Quote,if
154775,I-Quote,you
154776,I-Quote,do
154777,I-Quote,n
154778,I-Quote,t
154779,I-Quote,mind
154780,I-Quote,my
154781,I-Quote,saying
154782,I-Quote,so
154783,I-Quote,this
154784,I-Quote,conversation
154785,I-Quote,is
154786,I-Quote,getting
154787,I-Quote,a
154788,I-Quote,little
154789,I-Quote,strange
154790,O,what
154791,O,movie
154792,O,featuring
154793,B-Actor,al
154794,I-Actor,pacino
154795,O,that
154796,O,was
154797,O,directed
154798,O,by
154799,B-Director,brian
154800,I-Director,depalma
154801,O,is
154802,O,about
154803,B-Plot,the
154804,I-Plot,cocaine
154805,I-Plot,drug
154806,I-Plot,trade
154807,I-Plot,in
154808,I-Plot,florida
154809,O,what
154810,O,movie
154811,O,featuring
154812,B-Actor,arnold
154813,I-Actor,schwarzenegger
154814,O,is
154815,O,about
154816,B-Plot,a
154817,I-Plot,group
154818,I-Plot,of
154819,I-Plot,commandos
154820,I-Plot,searching
154821,I-Plot,for
154822,I-Plot,pow
154823,I-Plot,s
154824,I-Plot,in
154825,I-Plot,a
154826,I-Plot,south
154827,I-Plot,american
154828,I-Plot,rain
154829,I-Plot,forest
154830,O,what
154831,O,movie
154832,O,featuring
154833,B-Actor,gregory
154834,I-Actor,peck
154835,O,was
154836,B-Origin,based
154837,I-Origin,on
154838,I-Origin,the
154839,I-Origin,classic
154840,I-Origin,literary
154841,I-Origin,story
154842,I-Origin,by
154843,I-Origin,lee
154844,I-Origin,harper
154845,O,what
154846,O,movie
154847,O,finds
154848,O,a
154849,B-Plot,cast
154850,I-Plot,of
154851,I-Plot,sentient
154852,I-Plot,toys
154853,I-Plot,who
154854,I-Plot,were
154855,I-Plot,accidentally
154856,I-Plot,shipped
154857,I-Plot,to
154858,I-Plot,a
154859,I-Plot,thrift
154860,I-Plot,store
154861,I-Plot,trying
154862,I-Plot,to
154863,I-Plot,find
154864,I-Plot,the
154865,I-Plot,way
154866,I-Plot,back
154867,I-Plot,home
154868,I-Plot,before
154869,I-Plot,their
154870,I-Plot,owner
154871,I-Plot,goes
154872,I-Plot,away
154873,I-Plot,to
154874,I-Plot,college
154875,O,what
154876,O,movie
154877,O,from
154878,B-Year,1995
154879,O,is
154880,O,about
154881,B-Plot,a
154882,I-Plot,serial
154883,I-Plot,killer
154884,I-Plot,who
154885,I-Plot,acts
154886,I-Plot,according
154887,I-Plot,to
154888,I-Plot,the
154889,I-Plot,seven
154890,I-Plot,deadly
154891,I-Plot,sins
154892,O,what
154893,O,movie
154894,O,from
154895,O,the
154896,O,mind
154897,O,of
154898,B-Director,joss
154899,I-Director,whedon
154900,O,takes
154901,O,the
154902,O,sloppy
154903,O,formulaic
154904,B-Genre,horror
154905,O,movie
154906,O,genre
154907,O,and
154908,O,flips
154909,O,it
154910,O,on
154911,O,its
154912,O,head
154913,O,what
154914,O,movie
154915,O,gives
154916,O,a
154917,B-Plot,new
154918,I-Plot,view
154919,I-Plot,of
154920,I-Plot,a
154921,I-Plot,former
154922,I-Plot,president
154923,I-Plot,as
154924,I-Plot,an
154925,I-Plot,ax
154926,I-Plot,wielding
154927,I-Plot,hero
154928,I-Plot,fighting
154929,I-Plot,supernatural
154930,I-Plot,creatures
154931,O,what
154932,O,movie
154933,O,has
154934,B-Plot,a
154935,I-Plot,female
154936,I-Plot,assassin
154937,I-Plot,that
154938,I-Plot,wakes
154939,I-Plot,up
154940,I-Plot,from
154941,I-Plot,a
154942,I-Plot,coma
154943,I-Plot,and
154944,I-Plot,seeks
154945,I-Plot,revenge
154946,I-Plot,against
154947,I-Plot,her
154948,I-Plot,former
154949,I-Plot,boss
154950,I-Plot,that
154951,I-Plot,betrayed
154952,I-Plot,her
154953,O,what
154954,O,movie
154955,O,has
154956,B-Plot,a
154957,I-Plot,little
154958,I-Plot,girl
154959,I-Plot,looking
154960,I-Plot,for
154961,I-Plot,justice
154962,I-Plot,for
154963,I-Plot,her
154964,I-Plot,father
154965,I-Plot,that
154966,I-Plot,was
154967,I-Plot,murdered
154968,I-Plot,by
154969,I-Plot,a
154970,I-Plot,ruthless
154971,I-Plot,outlaw
154972,O,what
154973,O,movie
154974,O,has
154975,B-Plot,demons
154976,I-Plot,trying
154977,I-Plot,to
154978,I-Plot,take
154979,I-Plot,over
154980,I-Plot,a
154981,I-Plot,coffee
154982,I-Plot,shop
154983,I-Plot,it
154984,I-Plot,is
154985,I-Plot,known
154986,I-Plot,for
154987,I-Plot,the
154988,I-Plot,old
154989,I-Plot,lady
154990,I-Plot,climbing
154991,I-Plot,the
154992,I-Plot,wall
154993,O,what
154994,O,movie
154995,O,has
154996,B-Actor,hayden
154997,I-Actor,panettiere
154998,O,and
154999,B-Actor,justin
155000,I-Actor,long
155001,B-Plot,doing
155002,I-Plot,the
155003,I-Plot,voice
155004,I-Plot,for
155005,I-Plot,2
155006,I-Plot,wolves
155007,I-Plot,who
155008,I-Plot,end
155009,I-Plot,up
155010,I-Plot,falling
155011,I-Plot,in
155012,I-Plot,love
155013,I-Plot,regardless
155014,I-Plot,of
155015,I-Plot,their
155016,I-Plot,pack
155017,I-Plot,order
155018,O,what
155019,O,movie
155020,B-Plot,involves
155021,I-Plot,two
155022,I-Plot,college
155023,I-Plot,students
155024,I-Plot,that
155025,I-Plot,move
155026,I-Plot,in
155027,I-Plot,to
155028,I-Plot,the
155029,I-Plot,same
155030,I-Plot,dorm
155031,I-Plot,resulting
155032,I-Plot,in
155033,I-Plot,a
155034,I-Plot,voilent
155035,I-Plot,ending
155036,O,what
155037,O,movie
155038,O,is
155039,O,a
155040,B-Year,1986
155041,B-Genre,british
155042,I-Genre,american
155043,I-Genre,fantasy
155044,O,film
155045,O,directed
155046,O,by
155047,B-Director,jim
155048,I-Director,henson
155049,O,produced
155050,O,by
155051,O,george
155052,O,lucas
155053,O,and
155054,O,starring
155055,B-Actor,david
155056,I-Actor,bowie
155057,O,what
155058,O,movie
155059,O,is
155060,O,about
155061,O,the
155062,O,now
155063,O,fallen
155064,O,angel
155065,B-Character_Name,gabriel
155066,B-Plot,coming
155067,I-Plot,to
155068,I-Plot,save
155069,I-Plot,mankind
155070,I-Plot,from
155071,I-Plot,god
155072,I-Plot,s
155073,I-Plot,wraith
155074,O,what
155075,O,movie
155076,O,is
155077,O,about
155078,B-Plot,two
155079,I-Plot,laguna
155080,I-Plot,beach
155081,I-Plot,entrepreneurs
155082,I-Plot,a
155083,I-Plot,dirty
155084,I-Plot,dea
155085,I-Plot,agent
155086,O,played
155087,O,by
155088,B-Actor,john
155089,I-Actor,travolta
155090,B-Plot,caught
155091,I-Plot,up
155092,I-Plot,in
155093,I-Plot,a
155094,I-Plot,grisly
155095,I-Plot,battle
155096,I-Plot,against
155097,I-Plot,the
155098,I-Plot,mexican
155099,I-Plot,baja
155100,I-Plot,cartel
155101,O,what
155102,O,movie
155103,O,is
155104,O,about
155105,B-Plot,world
155106,I-Plot,war
155107,I-Plot,i
155108,I-Plot,where
155109,I-Plot,a
155110,I-Plot,man
155111,I-Plot,s
155112,I-Plot,horse
155113,I-Plot,is
155114,I-Plot,sold
155115,I-Plot,to
155116,I-Plot,the
155117,I-Plot,cavalry
155118,O,what
155119,O,movie
155120,O,is
155121,O,an
155122,B-Genre,animated
155123,O,film
155124,O,about
155125,B-Plot,exotic
155126,I-Plot,birds
155127,I-Plot,in
155128,I-Plot,a
155129,I-Plot,foreign
155130,I-Plot,country
155131,I-Plot,that
155132,I-Plot,is
155133,I-Plot,fun
155134,I-Plot,and
155135,I-Plot,has
155136,I-Plot,a
155137,I-Plot,good
155138,I-Plot,message
155139,O,what
155140,O,movie
155141,O,is
155142,O,based
155143,O,on
155144,O,a
155145,O,true
155146,O,story
155147,B-Plot,about
155148,I-Plot,a
155149,I-Plot,boy
155150,I-Plot,who
155151,I-Plot,helps
155152,I-Plot,save
155153,I-Plot,an
155154,I-Plot,aquatic
155155,I-Plot,animal
155156,O,what
155157,O,movie
155158,O,is
155159,B-Origin,based
155160,I-Origin,on
155161,I-Origin,a
155162,I-Origin,true
155163,I-Origin,story
155164,O,about
155165,B-Plot,three
155166,I-Plot,brothers
155167,I-Plot,involved
155168,I-Plot,in
155169,I-Plot,the
155170,I-Plot,sales
155171,I-Plot,of
155172,I-Plot,alcohol
155173,I-Plot,during
155174,I-Plot,the
155175,I-Plot,prohibition
